reactor_id,reactor_name,unit_name,plant_name,country,region,latitude,longitude,status,status_group,reactor_type,reactor_type_standardized,technology_family,generation_category,size_category,capacity_mwe,gross_capacity_mwe,net_capacity_mwe,construction_start_date,grid_connection_date,commercial_operation_date,shutdown_date,expected_start_year,age_years,owner,operator,vendor,source_name,source_confidence,source_last_updated,smr_flag,geniv_flag,molten_salt_flag,thorium_potential_flag,fast_reactor_flag
UNI-SALEM-UNIT-1,Salem-1,Unit 1,Salem,United States,North America,39.465,-75.536,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1174.0,1199.0,1174.0,1968-09-25,1977-04-01,1977-06-30,,1977.0,49.0,PSEG,PSEG,Westinghouse,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
UNI-SALEM-UNIT-2,Salem-2,Unit 2,Salem,United States,North America,39.465,-75.536,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1174.0,1199.0,1174.0,1968-09-25,1981-08-13,1981-10-13,,1981.0,45.0,PSEG,PSEG,Westinghouse,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
UNI-SEABROOK-UNIT-1,Seabrook,Unit 1,Seabrook,United States,North America,42.896,-70.849,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1246.0,1295.0,1246.0,1976-07-07,1990-08-19,1990-08-19,,1990.0,36.0,NextEra,NextEra,Westinghouse,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
UNI-SHEARON-HARRIS-UNIT-1,Shearon Harris,Unit 1,Shearon Harris,United States,North America,35.633,-79.098,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,934.0,965.0,934.0,1978-01-27,1987-01-20,1987-05-02,,1987.0,39.0,Duke Energy,Duke Energy,Westinghouse,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
UNI-SIZEWELL-UNIT-B,Sizewell-B,Unit B,Sizewell,United Kingdom,Europe,52.213,1.618,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1198.0,1258.0,1198.0,1988-07-18,1995-02-14,1995-02-14,,1995.0,31.0,EDF,EDF,Westinghouse,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
UNI-ST-LUCIE-UNIT-1,St. Lucie-1,Unit 1,St. Lucie,United States,North America,27.349,-80.246,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,839.0,878.0,839.0,1970-07-01,1976-07-19,1976-12-21,,1976.0,50.0,FPL,NextEra,CE,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
UNI-ST-LUCIE-UNIT-2,St. Lucie-2,Unit 2,St. Lucie,United States,North America,27.349,-80.246,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,839.0,878.0,839.0,1977-01-01,1983-06-10,1983-08-10,,1983.0,43.0,FPL,NextEra,CE,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
UNI-SURRY-UNIT-1,Surry-1,Unit 1,Surry,United States,North America,37.166,-76.699,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,842.0,874.0,842.0,1968-06-25,1972-07-12,1972-12-22,,1972.0,54.0,Dominion,Dominion,Westinghouse,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
UNI-SURRY-UNIT-2,Surry-2,Unit 2,Surry,United States,North America,37.166,-76.699,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,842.0,874.0,842.0,1968-06-25,1973-03-14,1973-05-01,,1973.0,53.0,Dominion,Dominion,Westinghouse,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
UNI-SUSQUEHANNA-UNIT-1,Susquehanna-1,Unit 1,Susquehanna,United States,North America,41.095,-76.148,Operating,Operating,BWR,BWR,Light Water Reactor,Gen II/legacy or unspecified,Large,1299.0,1342.0,1299.0,1973-11-02,1983-06-08,1983-06-08,,1983.0,43.0,PPL,Talen Energy,GE,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
UNI-SUSQUEHANNA-UNIT-2,Susquehanna-2,Unit 2,Susquehanna,United States,North America,41.095,-76.148,Operating,Operating,BWR,BWR,Light Water Reactor,Gen II/legacy or unspecified,Large,1299.0,1342.0,1299.0,1973-11-02,1984-06-12,1985-02-12,,1985.0,41.0,PPL,Talen Energy,GE,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
UNI-THREE-MILE-ISLAND-UNIT-1,Three Mile Island-1,Unit 1,Three Mile Island,United States,North America,40.153,-76.725,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,869.0,905.0,869.0,1968-05-18,1974-09-02,1974-09-02,,1974.0,52.0,Constellation,Constellation,B&W,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
UNI-TORNESS-UNIT-A,Torness-A,Unit A,Torness,United Kingdom,Europe,55.966,-2.437,Operating,Operating,GCR,GCR,Other/Unclassified,Gen II/legacy or unspecified,Mid-size,615.0,660.0,615.0,1980-08-01,1988-05-23,1988-05-23,,1988.0,38.0,EDF,EDF,GEC,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
UNI-TORNESS-UNIT-B,Torness-B,Unit B,Torness,United Kingdom,Europe,55.966,-2.437,Operating,Operating,GCR,GCR,Other/Unclassified,Gen II/legacy or unspecified,Mid-size,615.0,660.0,615.0,1980-08-01,1989-02-21,1989-02-21,,1989.0,37.0,EDF,EDF,GEC,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
UNI-TURKEY-POINT-UNIT-3,Turkey Point-3,Unit 3,Turkey Point,United States,North America,25.433,-80.332,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,760.0,800.0,760.0,1967-04-27,1972-11-14,1972-12-14,,1972.0,54.0,FPL,FPL,Westinghouse,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
UNI-VOGTLE-UNIT-1,Vogtle-1,Unit 1,Vogtle,United States,North America,33.143,-81.762,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1217.0,1281.0,1217.0,1976-08-01,1987-03-27,1987-05-01,,1987.0,39.0,Georgia Power,Southern Nuclear,Westinghouse,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
UNI-VOGTLE-UNIT-2,Vogtle-2,Unit 2,Vogtle,United States,North America,33.143,-81.762,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1213.0,1279.0,1213.0,1976-08-01,1989-05-20,1989-05-20,,1989.0,37.0,Georgia Power,Southern Nuclear,Westinghouse,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
UNI-VOGTLE-UNIT-3,Vogtle-3,Unit 3,Vogtle,United States,North America,33.143,-81.762,Operating,Operating,PWR,AP1000,Light Water Reactor,Gen III/III+ or modern LWR,Large,1117.0,1250.0,1117.0,2009-03-12,2023-04-01,2023-07-31,,2023.0,3.0,Georgia Power,Southern Nuclear,Westinghouse,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
UNI-VOGTLE-UNIT-4,Vogtle-4,Unit 4,Vogtle,United States,North America,33.143,-81.762,Operating,Operating,PWR,AP1000,Light Water Reactor,Gen III/III+ or modern LWR,Large,1117.0,1250.0,1117.0,2013-11-19,2024-03-01,2024-04-29,,2024.0,2.0,Georgia Power,Southern Nuclear,Westinghouse,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
UNI-WATERFORD-UNIT-3,Waterford-3,Unit 3,Waterford,United States,North America,29.999,-90.471,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1227.0,1260.0,1227.0,1974-11-14,1985-03-24,1985-09-24,,1985.0,41.0,Entergy,Entergy,CE,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
UNI-WOLF-CREEK-UNIT-1,Wolf Creek,Unit 1,Wolf Creek,United States,North America,38.237,-96.067,Operating,Operating,PWR,PWR,Light Water Reactor,Gen III/III+ or modern LWR,Large,1215.0,1236.0,1215.0,1977-05-01,1985-06-25,1985-09-03,,1985.0,41.0,WCNOC,WCNOC,Westinghouse,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
UNI-WYLFA-NEWYDD-UNIT-1,Wylfa Newydd-1,Unit 1,Wylfa Newydd,United Kingdom,Europe,53.418,-4.473,Proposed,Proposed,PWR,BWR,Light Water Reactor,Gen II/legacy or unspecified,Large,1380.0,1455.0,1380.0,,,,,,,Horizon,Hitachi,Hitachi,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
UNI-WYLFA-UNIT-1,Wylfa-1,Unit 1,Wylfa,United Kingdom,Europe,53.418,-4.473,Shutdown,Shutdown,GCR,GCR,Other/Unclassified,Gen II/legacy or unspecified,Mid-size,490.0,490.0,490.0,1963-09-01,1971-11-01,1971-11-01,2012-12-30,1971.0,55.0,Magnox,Magnox,AEI/GEC,IAEA-PRIS/WNA-sample,0.55,2026-05-17,False,False,False,False,False
